poll_time_utc,sensor_id,sensor_name,rain_24h_in,active
2026-08-05T23:31:40Z,CI,Coney Island,0.01,True
2026-08-05T23:31:40Z,HP,Hunts Point,0.0,True
2026-08-05T23:31:40Z,JA,Jamaica,0.0,True
2026-08-05T23:31:40Z,NC,Newtown Creek,0.0,True
2026-08-05T23:31:40Z,NR,North River,0.0,True
2026-08-05T23:31:40Z,OB,Oakwood Beach,0.01,True
2026-08-05T23:31:40Z,OH,Owls Head,0.03,True
2026-08-05T23:31:40Z,PR,Port Richmond,0.15,True
2026-08-05T23:31:40Z,RH,Red Hook,0.01,True
2026-08-05T23:31:40Z,RK,Rockaway,0.0,True
2026-08-05T23:31:40Z,TI,Tallman Island,0.0,True
2026-08-05T23:31:40Z,WI,Wards Island,0.0,True
2026-08-06T00:56:17Z,26,26th Ward Plant,0.0,True
2026-08-06T00:56:17Z,BB,Bowery Bay,0.0,True
2026-08-06T00:56:17Z,CI,Coney Island,0.0,True
2026-08-06T00:56:17Z,HP,Hunts Point,0.0,True
2026-08-06T00:56:17Z,JA,Jamaica,0.0,True
2026-08-06T00:56:17Z,NC,Newtown Creek,0.02,True
2026-08-06T00:56:17Z,NR,North River,0.01,True
2026-08-06T00:56:17Z,OB,Oakwood Beach,0.01,True
2026-08-06T00:56:17Z,OH,Owls Head,0.01,True
2026-08-06T00:56:17Z,PR,Port Richmond,0.07,True
2026-08-06T00:56:17Z,RH,Red Hook,0.01,True
2026-08-06T00:56:17Z,RK,Rockaway,0.01,True
2026-08-06T00:56:17Z,TI,Tallman Island,0.0,True
2026-08-06T00:56:17Z,WI,Wards Island,0.01,True
2026-08-06T04:22:22Z,26,26th Ward Plant,0.02,True
2026-08-06T04:22:22Z,BB,Bowery Bay,0.0,True
2026-08-06T04:22:22Z,CI,Coney Island,0.0,True
2026-08-06T04:22:22Z,HP,Hunts Point,0.0,True
2026-08-06T04:22:22Z,JA,Jamaica,0.01,True
2026-08-06T04:22:22Z,NC,Newtown Creek,0.0,True
2026-08-06T04:22:22Z,NR,North River,0.01,True
2026-08-06T04:22:22Z,OB,Oakwood Beach,0.0,True
2026-08-06T04:22:22Z,OH,Owls Head,0.05,True
2026-08-06T04:22:22Z,PR,Port Richmond,0.0,True
2026-08-06T04:22:22Z,RH,Red Hook,0.0,True
2026-08-06T04:22:22Z,RK,Rockaway,0.0,True
2026-08-06T04:22:22Z,TI,Tallman Island,0.0,True
2026-08-06T04:22:22Z,WI,Wards Island,0.0,True
2026-08-06T07:20:53Z,26,26th Ward Plant,0.0,True
2026-08-06T07:20:53Z,BB,Bowery Bay,0.0,True
2026-08-06T07:20:53Z,CI,Coney Island,0.0,True
2026-08-06T07:20:53Z,HP,Hunts Point,0.0,True
2026-08-06T07:20:53Z,JA,Jamaica,0.0,True
2026-08-06T07:20:53Z,NC,Newtown Creek,0.0,True
2026-08-06T07:20:53Z,NR,North River,0.0,True
2026-08-06T07:20:53Z,OB,Oakwood Beach,0.0,True
2026-08-06T07:20:53Z,OH,Owls Head,0.0,True
2026-08-06T07:20:53Z,PR,Port Richmond,0.0,True
2026-08-06T07:20:53Z,RH,Red Hook,0.0,True
2026-08-06T07:20:53Z,RK,Rockaway,0.0,True
2026-08-06T07:20:53Z,TI,Tallman Island,0.0,True
2026-08-06T07:20:53Z,WI,Wards Island,0.0,True
2026-08-06T10:13:45Z,26,26th Ward Plant,0.0,True
2026-08-06T10:13:45Z,BB,Bowery Bay,0.0,True
2026-08-06T10:13:45Z,CI,Coney Island,0.0,True
2026-08-06T10:13:45Z,HP,Hunts Point,0.0,True
2026-08-06T10:13:45Z,JA,Jamaica,0.0,True
2026-08-06T10:13:45Z,NC,Newtown Creek,0.0,True
2026-08-06T10:13:45Z,NR,North River,0.0,True
2026-08-06T10:13:45Z,OB,Oakwood Beach,0.0,True
2026-08-06T10:13:45Z,OH,Owls Head,0.0,True
2026-08-06T10:13:45Z,PR,Port Richmond,0.0,True
2026-08-06T10:13:45Z,RH,Red Hook,0.0,True
2026-08-06T10:13:45Z,RK,Rockaway,0.0,True
2026-08-06T10:13:45Z,TI,Tallman Island,0.0,True
2026-08-06T10:13:45Z,WI,Wards Island,0.0,True
2026-08-06T12:28:24Z,26,26th Ward Plant,0.0,True
